GENDER,CUST_ACCOUNT_CNT,CUST_SAVING_AMT,CUST_ASSET_AMT,CUST_DEBT_AMT,CUST_ACCOUNT_OPEN_CNT,OCN,age,INV-OR
1,7,189015.53,189015.53,0,9,8,39,0
2,1,8656.24,8656.24,0,1,0,50,0
1,2,6448.62,6448.62,0,4,8,29,0
1,1,13037.48,13037.48,0,1,0,38,0
1,4,58983.67,58983.67,0,4,0,40,0
2,3,3179.52,3179.52,0,3,8,34,0
1,5,12907.75,12907.75,0,6,0,33,0
1,2,1402.2,1402.2,0,2,8,43,0
1,3,4939.15,4939.15,78560.66,3,2,52,0
1,2,95335.75,95335.75,2011600,2,1,35,0
1,5,22361.36,22361.36,500275,5,8,55,0
1,1,1534.5,1534.5,0,1,0,113,0
2,2,7651.54,229344.45,0,2,0,46,0
2,1,2645.89,2645.89,0,2,0,49,0
2,1,596.77,596.77,0,1,0,113,0
1,1,6233.26,6233.26,162687.24,1,2,39,0
2,1,1039.12,1039.12,0,1,0,55,0
2,7,151145.02,151145.02,0,9,8,39,0
2,4,157.56,3512627.77,0,4,0,46,1
2,1,1337.43,1337.43,0,1,0,34,0
1,1,2130.57,2130.57,0,1,0,34,0
1,1,1166.8,1166.8,0,1,0,33,0
2,1,17026.4,17026.4,302683.1,1,2,39,0
2,1,898.19,898.19,0,1,0,30,0
2,2,20404.31,20404.31,0,6,0,32,0
2,5,634.73,634.73,0,6,8,43,0
1,1,24383.73,24383.73,0,1,6,44,0
1,4,15425.28,15425.28,0,4,0,43,0
2,1,181.19,181.19,0,1,4,42,0
1,0,10.2,10.2,0,1,6,43,0
2,3,15308.11,15308.11,4009833.33,5,1,42,0
2,5,16906.81,16906.81,0,5,0,50,0
1,1,46845.02,46845.02,0,1,8,32,0
2,1,653.03,653.03,0,1,0,38,0
1,2,2042.51,2042.51,0,2,6,34,0
2,2,0.01,0.01,0,7,4,41,0
2,2,4234.2,104317.04,0,3,0,47,1
1,4,4202.65,452863.51,0,12,3,49,0
2,9,562.43,562.43,0,15,3,67,0
2,1,11624.92,11624.92,0,3,0,56,0
1,3,25635.06,25635.06,501558.33,3,4,37,0
1,3,410732.21,410732.21,1208052,3,8,43,0
1,1,380.35,380.35,0,1,0,34,0
2,1,3167.23,3167.23,0,1,0,42,0
1,1,32.29,32.29,0,1,0,43,0
2,1,2491.65,2491.65,0,1,0,31,0
1,12,61888.11,61888.11,0,17,8,73,0
1,2,2647.79,2647.79,0,5,8,50,0
1,1,4219.84,4219.84,0,1,0,41,0
2,3,1727.08,1727.08,0,5,0,57,0
1,1,532.62,532.62,0,1,0,49,0
2,1,94.79,141657.8,0,10,0,69,1
1,1,518.74,518.74,0,1,4,31,0
1,1,33.15,33.15,0,1,6,30,0
2,1,7067.46,7067.46,0,1,3,39,0
1,2,6922.18,6922.18,0,18,1,51,0
1,1,316.57,316.57,0,1,8,41,0
2,6,4406096.62,4406096.62,0,8,0,33,0
2,1,1967.54,1967.54,0,1,0,44,0
1,4,13338.79,24261.13,0,4,8,45,0
1,5,11071.63,11071.63,0,5,8,57,0
1,1,19953.49,207026.6,0,1,0,48,1
1,1,65.16,65.16,0,1,0,29,0
2,9,211303.82,211303.82,0,34,6,39,0
2,1,2113.29,11693.11,0,1,4,29,0
2,1,517.49,517.49,0,1,0,71,0
1,1,718.23,718.23,0,1,0,43,0
1,1,538.38,538.38,0,1,0,45,0
2,1,198.24,30196.29,0,1,0,42,0
2,3,400474.04,400474.04,0,4,3,54,0
1,2,603.46,603.46,0,2,6,45,0
2,1,5960.69,5960.69,292451.3,1,2,38,0
2,1,1112.4,1112.4,0,1,0,60,0
1,2,2225.48,2225.48,0,2,0,51,0
1,4,219028.7,562917.12,0,7,8,49,1
1,4,3563.22,3563.22,0,4,3,44,0
1,3,326751.81,326751.81,1865584,4,1,47,0
1,5,1473.22,1473.22,0,5,0,46,0
1,1,904.34,904.34,0,1,0,42,0
2,3,602.26,602.26,0,3,2,41,0
1,3,58042.56,1064922.01,0,3,3,49,1
1,5,43489.94,43489.94,301428,21,4,35,0
2,3,190954.93,190954.93,0,3,8,43,0
1,1,77.42,77.42,0,1,4,42,0
2,1,93.18,100494.28,0,1,3,32,1
2,3,147.45,147.45,0,3,0,30,0
1,2,529.22,529.22,0,2,0,41,0
1,3,115887.24,714302.5,0,17,3,58,1
1,5,2672.34,2672.34,0,9,8,42,0
1,2,1137.51,1137.51,0,2,0,37,0
1,1,14397.86,14397.86,0,1,0,51,0
2,1,1771.81,1771.81,0,1,0,34,0
1,1,1497.64,1497.64,0,1,0,56,0
1,1,415.61,415.61,0,1,3,37,0
1,2,517.79,517.79,0,2,0,64,0
1,1,2.07,2.07,0,1,6,51,0
1,1,32574.07,32574.07,0,1,0,37,0
1,1,14941.04,14941.04,0,1,6,45,0
1,1,9861.08,9861.08,0,1,0,41,0
1,1,4547.29,4547.29,0,1,0,47,0
1,2,23596.18,23596.18,0,3,6,50,0
1,1,3197.82,3197.82,0,1,0,60,0
1,1,5244.08,5244.08,0,1,0,42,0
1,1,12318.81,12318.81,0,1,6,43,0
2,1,532.24,532.24,0,1,0,35,0
1,5,5349.7,5349.7,0,5,0,28,0
1,1,868.31,868.31,0,1,0,43,0
1,2,1561.96,6278.02,0,2,0,35,0
2,1,1913.62,1913.62,0,1,0,41,0
2,7,10688.18,10688.18,0,24,3,47,0
1,1,1382.29,1382.29,0,1,0,76,0
1,1,56095.98,56095.98,0,1,4,50,0
2,1,63903.12,620555.28,0,1,8,47,1
2,2,32418.17,32418.17,0,2,3,32,0
2,1,6811.26,6811.26,0,1,8,34,0
2,1,701.6,701.6,0,1,0,50,0
1,1,946.63,946.63,0,1,0,50,0
2,4,3256.17,3256.17,0,4,0,39,0
1,2,21333.06,21333.06,0,2,0,87,0
2,1,566.81,566.81,0,1,0,49,0
1,5,3055.16,3055.16,0,5,3,50,0
1,6,6821.43,6821.43,0,6,4,60,0
2,5,9102.3,26997.86,0,5,3,48,0
1,3,3023.3,3023.3,142187.66,3,0,48,0
2,1,827.21,827.21,0,1,0,51,0
1,6,5814.02,5814.02,0,7,8,31,0
2,5,7138.06,7138.06,0,9,4,52,0
1,13,793502.64,793502.64,0,13,0,51,0
1,5,89521.06,89521.06,5095860.33,10,0,44,0
2,8,222607.47,222607.47,0,32,4,42,0
2,1,1321.41,202425.25,0,1,3,34,1
1,1,5912.98,5912.98,9675.81,1,3,50,0
1,1,9020.67,9020.67,551750.83,1,1,43,0
1,1,693.2,693.2,0,1,0,50,0
2,1,6058.97,6058.97,0,1,0,31,0
1,5,50095.28,50095.28,350099.17,5,4,42,0
2,8,46407.31,6597246.38,0,29,4,61,1
2,2,41884.08,41884.08,0,2,8,44,0
2,1,3938.7,3938.7,0,1,8,40,0
1,1,1072.54,1072.54,0,1,0,35,0
1,1,1078.9,10881.39,0,1,0,42,0
1,1,2049.15,2049.15,0,1,0,42,0
2,1,11379.44,11379.44,0,1,0,43,0
2,1,23519.17,23519.17,0,2,2,44,0
2,3,1481.91,1481.91,0,3,0,45,0
2,1,34744.86,34744.86,0,1,4,33,0
2,2,1.98,50630.75,0,2,3,36,1
1,2,14447.58,14447.58,0,2,0,43,0
1,1,3460.48,3460.48,0,1,0,32,0
2,2,639.74,639.74,0,2,8,51,0
2,4,155281.01,155281.01,2304455,4,1,44,0
1,1,222.7,27347.63,0,1,0,65,0
1,2,806.74,806.74,0,2,0,56,0
1,5,134591.74,134591.74,0,11,3,52,0
0,1,4977.18,4977.18,0,1,0,113,0
0,1,813.96,813.96,0,1,0,113,0
0,1,588.45,588.45,0,1,0,113,0
0,1,854.6,854.6,0,1,0,113,0
0,1,22479.86,22479.86,0,1,0,113,0
0,2,9231.44,9231.44,0,2,0,113,0
0,1,561.98,561.98,0,1,0,113,0
0,1,561.98,561.98,0,1,0,113,0
0,1,1071.52,1071.52,0,1,0,113,0
0,1,1871.49,1871.49,0,1,0,113,0
0,1,719.54,719.54,0,1,0,113,0
0,1,1198.73,1198.73,0,1,0,113,0
0,1,593.24,593.24,0,1,0,113,0
0,1,5.77,5.77,0,1,0,113,0
0,2,575.48,575.48,0,2,0,113,0
0,1,1550.09,1550.09,0,1,0,113,0
0,1,786.19,786.19,0,1,0,113,0
0,1,1622.97,1622.97,0,1,0,113,0
0,1,1990.04,1990.04,0,1,0,113,0
0,1,1889.32,1889.32,0,1,0,113,0
0,1,572.59,572.59,0,1,0,113,0
0,1,1038,1038,0,1,0,113,0
0,1,5188.03,5188.03,0,1,0,113,0
0,1,648.94,648.94,0,1,0,113,0
0,1,1114.07,1114.07,0,1,0,113,0
0,1,584.53,584.53,0,1,0,113,0
0,1,9168.71,9168.71,0,1,0,113,0
0,1,950.76,950.76,0,1,0,113,0
0,1,3506.34,3506.34,0,1,0,113,0
0,1,14461.74,14461.74,0,1,0,113,0
0,1,928.6,928.6,0,1,0,113,0
0,1,800.45,800.45,0,1,0,113,0
0,1,811.35,811.35,0,1,0,113,0
0,1,937.31,937.31,0,1,0,113,0
1,2,8823.5,8823.5,0,12,8,42,0
0,1,9665.48,9665.48,0,1,0,113,0
0,1,1107.18,1107.18,0,1,0,113,0
0,1,1107.18,1107.18,0,1,0,113,0
0,1,1107.18,1107.18,0,1,0,113,0
0,1,908,908,0,1,0,113,0
0,1,2218.67,2218.67,0,1,0,113,0
0,1,4186.17,4186.17,0,1,0,113,0
0,1,2872.63,2872.63,0,1,0,113,0
1,4,33932.03,33932.03,0,5,3,76,0
0,1,1820.47,1820.47,0,1,0,113,0
0,1,560.59,560.59,0,1,0,113,0
0,1,2192.09,2192.09,0,1,0,113,0
0,1,1636.41,1636.41,0,1,0,113,0
0,1,3751.44,3751.44,0,1,0,113,0
0,1,24636.87,24636.87,0,1,0,113,0
0,1,3457.22,3457.22,0,1,0,113,0
0,1,7297.58,7297.58,0,1,0,113,0
0,1,718.92,718.92,0,1,0,113,0
0,1,3331.37,3331.37,0,1,0,113,0
0,1,740.24,740.24,0,1,0,113,0
0,1,1628.6,1628.6,0,1,0,113,0
0,2,5979.94,5979.94,0,2,0,113,0
2,0,0,0,0,1,0,113,0
0,1,546.55,546.55,0,1,0,113,0
0,1,43818.25,43818.25,0,1,0,113,0
0,1,1162.32,1162.32,0,1,0,113,0
0,1,2104.35,2104.35,0,1,0,113,0
1,11,211238.96,2925677.53,0,49,3,63,1
0,1,1762.12,1762.12,0,1,0,113,0
0,1,1236.94,1236.94,0,1,0,113,0
0,1,8033.54,8033.54,0,1,0,113,0
0,1,1096.14,1096.14,0,1,0,113,0
0,1,1051.72,1051.72,0,1,0,113,0
0,1,5161.83,5161.83,0,1,0,113,0
2,3,77477.64,77477.64,0,3,8,27,0
0,1,625.21,625.21,0,1,0,113,0
0,1,1439.1,1439.1,0,1,0,113,0
0,2,143410.69,143410.69,0,2,0,113,0
0,1,530.34,530.34,0,1,0,113,0
0,1,607.94,607.94,0,1,0,113,0
0,1,3440.95,3440.95,0,1,0,113,0
0,1,2267.09,2267.09,0,1,0,113,0
0,1,1544.07,1544.07,0,1,0,113,0
0,1,592.2,592.2,0,1,0,113,0
0,1,2054.99,2054.99,0,1,0,113,0
0,2,15913.76,15913.76,0,2,0,113,0
0,1,638.71,638.71,0,1,0,113,0
0,1,1244.99,1244.99,0,1,0,113,0
0,1,2509.69,2509.69,0,1,0,113,0
0,1,2217.57,2217.57,0,1,0,113,0
0,1,508.5,508.5,0,1,0,113,0
0,1,161801.61,161801.61,0,1,0,113,0
0,2,1181.07,1181.07,0,2,0,113,0
0,1,2217.98,2217.98,0,1,0,113,0
0,1,655.15,655.15,0,1,0,113,0
0,1,1368.87,1368.87,0,1,0,113,0
0,1,1497.45,1497.45,0,1,0,113,0
0,1,3579.85,3579.85,0,1,0,113,0
0,1,768.37,768.37,0,1,0,113,0
0,1,811.09,811.09,0,1,0,113,0
0,1,1871.42,1871.42,0,1,0,113,0
0,1,1364.08,1364.08,0,1,0,113,0
0,1,1133.32,1133.32,0,1,0,113,0
0,1,1754.14,1754.14,0,1,0,113,0
0,1,844.48,844.48,0,1,0,113,0
1,5,156575.16,156575.16,0,6,8,57,0
0,1,1059.13,1059.13,0,1,0,113,0
0,1,550.35,550.35,0,1,0,113,0
0,1,2617.5,2617.5,0,1,0,113,0
0,1,633.15,633.15,0,1,0,113,0
1,1,1034.76,1034.76,0,1,3,44,0
0,1,1000.63,1000.63,0,1,0,113,0
0,2,769.21,769.21,0,2,0,113,0
0,0,0,0,0,1,0,113,0
0,1,1105.53,1105.53,0,1,0,113,0
0,1,544.57,544.57,0,1,0,113,0
1,2,4.75,4.75,0,4,8,80,0
0,1,824.31,824.31,0,1,0,113,0
0,1,677.61,677.61,0,1,0,113,0
0,1,1380.68,1380.68,0,1,0,113,0
0,1,587.99,587.99,0,1,0,113,0
0,1,519.54,519.54,0,1,0,113,0
1,1,570.93,570.93,0,1,0,49,0
0,1,11530.4,11530.4,0,1,0,113,0
0,1,695.47,695.47,0,1,0,113,0
0,1,1687.8,1687.8,0,1,0,113,0
0,1,22678.66,22678.66,0,1,0,113,0
0,1,15819.06,15819.06,0,1,0,113,0
0,1,8333.51,8333.51,0,1,0,113,0
0,1,1047.64,1047.64,0,1,0,113,0
0,1,2215.42,2215.42,0,1,0,113,0
0,1,521.15,521.15,0,1,0,113,0
0,2,936.71,936.71,0,2,0,113,0
0,1,615.18,615.18,0,1,0,113,0
2,1,92054.97,92054.97,0,1,0,70,0
1,7,184.56,184.56,0,9,4,53,0
0,1,1087.1,1087.1,0,1,0,113,0
0,1,1338.29,1338.29,0,1,0,113,0
0,2,2693.91,2693.91,0,2,0,113,0
0,2,1984.16,1984.16,0,2,0,113,0
2,5,37501.86,99793.39,0,43,8,67,1
0,1,8902.55,8902.55,0,1,0,113,0
2,11,148438.28,496519.87,0,35,3,48,1
0,1,10277.28,10277.28,0,1,0,113,0
1,3,100459.6,100459.6,0,7,8,25,0
0,1,621.11,621.11,0,1,0,113,0
1,1,813.78,813.78,0,1,0,52,0
2,14,300678.84,300678.84,0,31,8,53,0
0,1,1112.2,1112.2,0,1,0,113,0
0,1,1099.47,1099.47,0,1,0,113,0
2,2,56355.74,56355.74,0,2,0,58,0
0,1,550.51,550.51,0,1,0,113,0
0,1,46583.88,46583.88,0,1,0,113,0
0,1,46583.88,46583.88,0,1,0,113,0
0,1,1093.18,1093.18,0,1,0,113,0
0,1,1890.23,1890.23,0,1,0,113,0
1,7,2166130.53,2166130.53,0,7,8,44,0
0,1,1412.06,1412.06,0,1,0,113,0
2,2,1649.36,201313.34,0,8,0,52,0
0,1,729.22,729.22,0,1,0,113,0
0,1,8682.16,8682.16,0,1,0,113,0
0,1,599.47,599.47,0,1,0,113,0
0,1,6529.04,6529.04,0,1,0,113,0
0,1,1955.87,1955.87,0,1,0,113,0
0,1,735.33,735.33,0,1,0,113,0
0,1,54235.23,54235.23,0,1,0,113,0
0,1,3799.89,3799.89,0,1,0,113,0
1,12,1009039.67,1009039.67,0,13,3,43,0
0,2,9865.47,9865.47,0,2,0,113,0
0,1,21756.36,21756.36,0,1,0,113,0
0,1,641.12,641.12,0,1,0,113,0
1,1,56398.05,56398.05,0,1,8,59,0
0,1,6160.42,6160.42,0,1,0,113,0
0,2,737.76,737.76,0,2,0,113,0
0,1,4524.92,4524.92,0,1,0,113,0
0,1,2599.07,2599.07,0,1,0,113,0
0,1,2167.53,2167.53,0,1,0,113,0
0,1,985.94,985.94,0,1,0,113,0
0,1,27814.84,27814.84,0,1,0,113,0
0,1,1362.47,1362.47,0,1,0,113,0
0,1,647.73,647.73,0,1,0,113,0
0,1,2150.85,2150.85,0,1,0,113,0
0,1,5057.5,5057.5,0,1,0,113,0
0,1,4049.42,4049.42,0,1,0,113,0
0,1,1083.05,1083.05,0,1,0,113,0
0,1,800.95,800.95,0,1,0,113,0
0,1,617.18,617.18,0,1,0,113,0
2,4,47816.07,47816.07,0,10,8,44,0
0,1,553.91,553.91,0,1,0,113,0
0,1,944.22,944.22,0,1,0,113,0
0,1,611.53,611.53,0,1,0,113,0
0,1,5824.71,5824.71,0,1,0,113,0
0,1,21779.29,21779.29,0,1,0,113,0
0,1,541.2,541.2,0,1,0,113,0
0,1,641.59,641.59,0,1,0,113,0
0,1,891.55,891.55,0,1,0,113,0
0,1,1009.79,1009.79,0,1,0,113,0
0,1,2169.95,2169.95,0,1,0,113,0
0,1,744.64,744.64,0,1,0,113,0
1,1,4818.94,4818.94,0,4,8,38,0
0,1,1015.09,1015.09,0,1,0,113,0
0,1,5438.08,5438.08,0,1,0,113,0
0,1,1082,1082,0,1,0,113,0
0,1,535.32,535.32,0,1,0,113,0
0,1,4985.51,4985.51,0,1,0,113,0
0,1,679.98,679.98,0,1,0,113,0
0,1,861.14,861.14,0,1,0,113,0
1,7,23828.34,23828.34,0,9,6,42,0
0,1,1947.9,1947.9,0,1,0,113,0
0,1,857.19,857.19,0,1,0,113,0
0,1,768.58,768.58,0,1,0,113,0
0,1,22872.81,22872.81,0,1,0,113,0
0,1,1081.72,1081.72,0,1,0,113,0
0,1,1354.21,1354.21,0,1,0,113,0
2,1,6010.24,209886.38,0,2,0,66,0
0,1,585.94,585.94,0,1,0,113,0
0,1,2998.13,2998.13,0,1,0,113,0
0,1,1619.54,1619.54,0,1,0,113,0
2,7,13210.63,263040.5,0,20,8,67,1
1,0,0,0,0,1,6,113,0
0,1,906.8,906.8,0,1,0,113,0
2,1,579.83,579.83,0,1,0,41,0
0,1,23469.18,23469.18,0,1,0,113,0
0,2,651.33,651.33,0,2,0,113,0
0,1,2728.35,2728.35,0,1,0,113,0
1,8,39216.93,39216.93,0,49,8,50,0
0,1,1575.55,1575.55,0,1,0,113,0
2,6,99519.16,99519.16,0,6,8,74,0
0,1,732.28,732.28,0,1,0,113,0
2,1,12522.75,12522.75,0,1,0,79,0
0,1,802.9,802.9,0,1,0,113,0
0,1,1424.79,1424.79,0,1,0,113,0
0,1,709.14,709.14,0,1,0,113,0
0,1,1322.47,1322.47,0,1,0,113,0
0,1,4642.75,4642.75,0,1,0,113,0
0,1,1200.73,1200.73,0,1,0,113,0
0,1,19482.77,19482.77,0,1,0,113,0
0,2,750.55,750.55,0,2,0,113,0
0,2,650.41,650.41,0,2,0,113,0
0,1,657.85,657.85,0,1,0,113,0
0,1,1328.83,1328.83,0,1,0,113,0
0,1,1451.37,1451.37,0,1,0,113,0
0,1,575.86,575.86,0,1,0,113,0
0,1,872.96,872.96,0,1,0,113,0
0,1,2156.63,2156.63,0,1,0,113,0
0,1,1078.31,1078.31,0,1,0,113,0
0,2,1670.13,1670.13,0,2,0,113,0
0,1,1696.53,1696.53,0,1,0,113,0
0,1,530.08,530.08,0,1,0,113,0
0,1,2388.92,2388.92,0,1,0,113,0
0,1,886.73,886.73,0,1,0,113,0
0,1,1233.7,1233.7,0,1,0,113,0
0,1,1078.05,1078.05,0,1,0,113,0
0,1,899.97,899.97,0,1,0,113,0
0,1,1136.83,1136.83,0,1,0,113,0
0,1,750.16,750.16,0,1,0,113,0
0,1,982.43,982.43,0,1,0,113,0
0,1,7101.62,7101.62,0,1,0,113,0
2,0,279.31,279.31,0,1,8,113,0
0,1,2811.35,2811.35,0,1,0,113,0
0,1,3470.16,3470.16,0,1,0,113,0
0,1,949.47,949.47,0,1,0,113,0
0,1,1206495.95,1206495.95,0,1,0,113,0
0,2,3134.15,3134.15,0,2,0,113,0
0,1,1077.33,1077.33,0,1,0,113,0
2,14,669.3,669.3,0,14,0,52,0
0,1,552.3,552.3,0,1,0,113,0
0,1,1685.03,1685.03,0,1,0,113,0
0,1,1572.55,1572.55,0,1,0,113,0
0,1,551.59,551.59,0,1,0,113,0
0,1,555.55,555.55,0,1,0,113,0
0,1,1299.89,1299.89,0,1,0,113,0
1,3,5200,5200,0,3,0,20,0
0,1,1481.12,1481.12,0,1,0,113,0
0,1,1001.03,1001.03,0,1,0,113,0
0,1,2075.35,2075.35,0,1,0,113,0
1,2,10644.96,10644.96,0,2,0,14,0
0,1,1291.84,1291.84,0,1,0,113,0
0,1,12982.85,12982.85,0,1,0,113,0
0,1,2668.11,2668.11,0,1,0,113,0
2,10,214.38,233288.28,0,42,8,61,1
0,1,7727.23,7727.23,0,1,0,113,0
1,2,9205.46,9205.46,0,2,8,59,0
1,7,421502.06,421502.06,0,12,8,41,0
1,23,355477.93,355477.93,0,24,8,22,0
0,1,599.86,599.86,0,1,0,113,0
0,1,1598.2,1598.2,0,1,0,113,0
0,0,0,0,0,1,0,113,0
0,1,553.19,553.19,0,1,0,113,0
0,1,43037.72,43037.72,0,1,0,113,0
1,2,18333.01,18333.01,0,3,8,55,0
0,1,1137.67,1137.67,0,1,0,113,0
0,1,820.89,820.89,0,1,0,113,0
0,1,1401.44,1401.44,0,1,0,113,0
0,1,510.02,510.02,0,1,0,113,0
2,1,61365.94,1281296.32,0,2,8,47,1
2,1,1329.05,1329.05,0,1,8,34,0
2,10,38707.15,1630107.92,0,34,4,34,1
0,1,47675.75,47675.75,0,3,0,61,0
2,4,10033.55,287033.55,0,7,0,65,0
1,1,2338.83,2338.83,0,1,8,35,0
0,0,0,33000,0,0,0,67,0
1,1,509.41,509.41,0,1,0,40,0
1,15,522810.04,522810.04,0,27,3,56,0
1,5,246193.04,246193.04,0,15,4,48,0
1,7,5561.22,5561.22,0,10,8,44,0
2,6,808.4,808.4,0,6,4,46,0
2,10,376938.37,376938.37,2360692.5,33,8,52,0
1,10,726.27,726.27,0,14,3,70,0
2,4,6747.27,541430.57,0,9,0,67,1
1,1,49071.43,49071.43,0,4,8,75,0
2,1,1377.1,1377.1,0,1,0,28,0
2,1,1069.41,1069.41,0,1,0,114,0
2,2,947.03,947.03,0,2,0,38,0
1,1,308.65,308.65,0,3,4,35,0
2,17,298464.71,657069.48,0,110,4,45,1
2,2,2817.21,2817.21,0,4,8,49,0
1,9,33972.7,33972.7,0,14,8,41,0
2,2,7382.27,7382.27,0,6,8,72,0
2,1,2006.91,2006.91,0,5,0,48,0
1,1,40472.04,40472.04,0,7,0,72,0
1,1,95.61,289263,0,7,3,48,0
2,2,2003.37,2003.37,0,44,0,58,0
2,7,56.28,56.28,0,12,8,50,0
1,1,1134.85,1134.85,0,1,0,66,0
2,1,6276.2,76276.2,0,3,4,40,0
1,10,19.73,163815.66,0,24,3,52,0
2,3,47345.79,10047345.79,0,13,4,51,0
1,4,12740.21,12740.21,0,8,8,38,0
2,2,216011.68,711139.92,0,33,8,32,1
1,1,1015.56,1015.56,0,2,0,64,0
2,9,476420.27,476420.27,0,16,0,48,0
1,3,976.84,976.84,0,4,3,34,0
2,2,64397.82,64397.82,0,4,8,76,0
2,5,157250.15,357900.42,0,17,0,59,1
2,1,953.58,953.58,0,1,0,40,0
0,3,7501.89,7501.89,0,3,0,70,0
1,2,818.6,818.6,0,2,0,37,0
1,3,624.63,624.63,0,3,0,60,0
2,8,60663.91,905417.54,0,28,2,34,1
1,7,1894.11,1894.11,0,8,8,46,0
1,5,62580.45,62580.45,0,12,0,47,0
1,8,31838.82,31838.82,1603317.28,12,8,53,0
2,10,6527.1,60749.57,0,18,8,63,0
1,4,784.93,784.93,0,4,0,114,0
1,32,3732556.24,3732556.24,0,46,3,43,0
2,3,26360.75,26360.75,0,3,3,45,0
1,14,370684.12,370949.75,0,26,2,37,0
1,1,2808.56,2808.56,0,1,6,38,0
1,2,100145.57,100145.57,0,2,6,44,0
1,2,1044,1044,0,2,0,36,0
2,9,15289.82,15289.82,0,10,0,48,0
2,1,40200.07,140446.99,0,27,8,59,1
2,4,2079.65,2079.65,0,6,8,37,0
2,1,9210.14,9210.14,0,1,3,47,0
2,8,520097.5,520097.5,0,34,4,41,0
1,4,120000.99,120000.99,0,7,8,74,0
2,8,1964915.46,12282252.71,0,17,8,45,1
2,1,6245.08,6245.08,0,1,0,36,0
2,2,15615.63,136308.01,0,12,4,34,1
2,11,146833.33,191833.33,0,63,8,78,0
2,1,4612.51,4612.51,0,4,0,42,0
2,10,36179.84,518292.05,0,59,8,57,1
1,4,15340.2,15340.2,0,4,3,67,0
1,7,75459.83,75459.83,0,28,8,64,0
1,7,34215.75,34215.75,0,220,3,42,0
2,1,34529.34,482346.51,0,3,2,70,1
1,1,1248.85,1248.85,1375966.15,1,1,35,0
1,7,19859.6,170159.6,0,16,8,59,0
2,9,1466.15,1466.15,0,10,8,37,0
2,18,142061.69,856553.67,0,68,8,38,1
2,9,16321.93,136321.93,0,15,3,55,0
1,1,25013.49,25013.49,0,1,0,42,0
2,1,1750.69,1750.69,174840.48,3,2,47,0
1,0,0,0,0,5,0,76,0
1,2,11869.71,11869.71,0,3,0,44,0
1,2,4922.82,4922.82,0,10,0,54,0
2,11,13591.41,410505.3,0,25,3,59,1
2,2,1023.77,1023.77,0,9,8,58,0
1,4,130000,130000,0,22,8,83,0
2,3,59350.44,59350.44,0,11,8,53,0
2,2,3768.43,206388.29,0,4,8,43,1
1,1,2888.98,2888.98,0,1,0,57,0
2,1,3784.03,3784.03,0,1,0,41,0
2,5,1461.52,1461.52,0,10,8,42,0
0,1,795.71,795.71,0,1,0,34,0
2,11,613466.37,930184.05,0,21,4,41,1
2,1,1169.85,1169.85,0,2,8,40,0
2,1,8913.1,8913.1,0,1,8,31,0
1,1,166.86,166.86,0,1,8,31,0
1,1,1125.25,1125.25,0,1,0,49,0
2,3,760.99,760.99,0,12,3,37,0
1,3,2819.1,2819.1,0,3,3,41,0
1,1,3204.36,19701.69,0,1,3,51,0
2,6,369.12,24908.22,321043.79,19,8,36,0
1,2,1484.05,1484.05,0,3,0,38,0
2,11,184824.74,184824.74,0,15,8,30,0
2,2,6431.97,6431.97,0,3,0,33,0
2,27,337147.48,4365249.48,318250,225,3,38,0
2,1,5847.71,5847.71,0,1,4,39,0
2,3,70679.57,70679.57,0,6,6,61,0
2,9,1653.98,1653.98,0,11,4,53,0
2,1,213.75,213.75,0,1,8,63,0
1,8,9595.61,9595.61,0,14,3,44,0
1,6,4397238.5,7933041.24,0,34,4,47,1
2,2,69545.54,69545.54,0,3,4,48,0
2,3,237.29,571363.78,0,4,4,35,0
2,5,12215.61,12215.61,0,6,3,28,0
2,1,3321.95,3321.95,0,1,0,31,0
1,14,57848.18,255339.21,280106.66,34,4,44,0
1,9,8006.57,8006.57,0,14,6,52,0
2,1,2546.38,2546.38,0,1,4,44,0
1,0,0,0,0,2,8,40,0
2,4,392541.09,392541.09,0,8,6,46,0
1,3,6767.65,959683.36,0,3,6,44,1
2,1,1672.5,1672.5,0,3,8,48,0
1,3,1762.39,1762.39,0,5,4,40,0
2,2,62.8,62.8,0,6,3,48,0
1,5,166200.34,166200.34,0,7,6,53,0
2,1,39674.98,88502.35,0,2,8,38,1
2,3,1000129.78,1000129.78,0,3,4,46,0
1,3,16006.38,66044.17,0,3,8,30,1
2,3,1175.8,1175.8,265566.93,3,0,30,0
2,1,3284.15,3284.15,0,2,0,30,0
1,0,0,0,0,1,0,32,0
2,8,108991.23,1036088.17,0,61,4,32,1
2,4,26156.54,26156.54,0,4,8,32,0
1,1,2336.49,2336.49,0,1,4,34,0
2,2,12941.52,488148.93,0,18,0,35,1
1,1,18858.8,18858.8,0,2,0,35,0
2,2,10295.7,10295.7,0,3,0,35,0
2,3,4838.28,55114,0,4,8,31,1
1,1,1074.82,1074.82,0,1,4,46,0
2,1,1323.17,1323.17,0,1,0,40,0
1,2,12890.66,12890.66,0,2,0,38,0
2,1,4655.46,4655.46,688404.4,1,2,35,0
2,3,1.11,1.11,0,6,0,33,0
2,1,743.67,743.67,0,1,0,48,0
2,2,11350.94,11350.94,0,2,0,114,0
1,4,59.17,59.17,0,13,0,51,0
2,3,58557.1,58557.1,0,11,3,59,0
2,2,15000.06,15000.06,0,7,0,65,0
